#block	written	holding	exposure	total CB	total SB	total debt
1483	237721492853193236058	240682248481218679040	0.00	1644367256493477609865216.00	1644367256628000012107776.00	0.00
1498	237721492853193236058	240682248481218679040	0.00	1641709683994188205522944.00	1641709684131000093769728.00	0.00
1512	237721492853193236058	240682248481218679040	0.00	1640999671025981120839680.00	1640999671165000085405696.00	0.00
1554	237721492853193236058	240682248481218679040	0.00	1640997608567059953745920.00	1640997608706999920361472.00	0.00
1569	237721492853193236058	240682248481218679040	0.00	1640884084265607095123968.00	1640884084408000024936448.00	0.00
1587	237721492853193236058	240682248481218679040	0.00	1637898056821859753656320.00	1637898056965999929851904.00	0.00
1597	237721492853193236058	240682248481218679040	0.00	1637791202290144909459456.00	1637791202434999929274368.00	0.00
1602	237721492853193236058	240682248481218679040	0.00	1637457563231290310787072.00	1637457563377999951167488.00	0.00
1642	237721492853193236058	240682248481218679040	0.00	1637412913022066166333440.00	1637412913169999872393216.00	0.00
1653	237721492853193236058	240682248481218679040	0.00	1634079388224115454246912.00	1634079388375000071274496.00	0.00
1662	237721492853193236058	240682248481218679040	0.00	1633260873606673171742720.00	1633260873759000092475392.00	0.00
1677	237721492853193236058	240682248481218679040	0.00	1631926239483023054602240.00	1631926239637999970156544.00	0.00
1685	237721492853193236058	240682248481218679040	0.00	1631404258633447425179648.00	1631404258788999866351616.00	0.00
1726	237721492853193236058	240682248481218679040	0.00	1631349685385002615832576.00	1631349685542000045064192.00	0.00
1738	237721492853193236058	240682248481218679040	0.00	1631135329362233679413248.00	1631135329521000098299904.00	0.00
1750	237721492853193236058	240682248481218679040	0.00	1629962481088470171254784.00	1629962481248999942651904.00	0.00
1759	237721492853193236058	240682248481218679040	0.00	1629830935868985309134848.00	1629830936029999874965504.00	0.00
1798	237721492853193236058	240682248481218679040	0.00	1629711634091231103942656.00	1629711634252999973404672.00	0.00
1803	237721492853193236058	240682248481218679040	0.00	1629146203824890067288064.00	1629146203987000118214656.00	0.00
1809	237721492853193236058	240682248481218679040	0.00	1627288485195529200861184.00	1627288485361000063696896.00	0.00
1848	237721492853193236058	240682248481218679040	0.00	1622480092657294604500992.00	1622480092824999924072448.00	0.00
1855	237721492853193236058	240682248481218679040	0.00	1621720723257973167620096.00	1621720723429000107524096.00	0.00
1859	237721492853193236058	240682248481218679040	0.00	1620283530643510201942016.00	1620283530814999924572160.00	0.00
1862	237721492853193236058	240682248481218679040	0.00	1620068048025184475545600.00	1620068048197000078819328.00	0.00
1866	237721492853193236058	240682248481218679040	0.00	1620043947172093625368576.00	1620043947343999959826432.00	0.00
1875	237721492853193236058	240682248481218679040	0.00	1619918721090748606840832.00	1619918721262999880859648.00	0.00
1885	237721492853193236058	240682248481218679040	0.00	1619265433282181899223040.00	1619265433455000108924928.00	0.00
1919	237721492853193236058	240682248481218679040	0.00	1617210161478955400429568.00	1617210161654000013803520.00	0.00
1927	237721492853193236058	240682248481218679040	0.00	1613399810638631453851648.00	1613399810815999912968192.00	0.00
1932	237721492853193236058	240682248481218679040	0.00	1611642921293816300306432.00	1611642921472999919976448.00	0.00
1936	237721492853193236058	240682248481218679040	0.00	1610902064101608621342720.00	1610902064281000010055680.00	0.00
1940	237721492853193236058	240682248481218679040	0.00	1610902064101608621342720.00	1610902064281000010055680.00	0.00
1953	237721492853193236058	240682248481218679040	0.00	1609832370491217162534912.00	1609832370673000042725376.00	0.00
1993	237721492853193236058	240682248481218679040	0.00	1608772909895169509163008.00	1608772910079000015011840.00	0.00
1998	237721492853193236058	240682248481218679040	0.00	1608424512456430341586944.00	1608424512641000118681600.00	0.00
2006	237721492853193236058	240682248481218679040	0.00	1608101369295376014639104.00	1608101369480000015695872.00	0.00
2017	237721492853193236058	240682248481218679040	0.00	1608027254247197086056448.00	1608027254433000055635968.00	0.00
2025	237721492853193236058	240682248481218679040	0.00	1607977413322649364332544.00	1607977413508999942242304.00	0.00
2033	237721492853193236058	240682248481218679040	0.00	1607916435428676164648960.00	1607916435616000089522176.00	0.00
2041	237721492853193236058	240682248481218679040	0.00	1607042428844518066356224.00	1607042429033999943860224.00	0.00
2075	237721492853193236058	240682248481218679040	0.00	1607042428844518066356224.00	1607042429033999943860224.00	0.00
2083	237721492853193236058	240682248481218679040	0.00	1607017079699443388776448.00	1607017079890000081846272.00	0.00
2122	237721492853193236058	240682248481218679040	0.00	1605362474553046361702400.00	1605362474747000105467904.00	0.00
2126	237721492853193236058	240682248481218679040	0.00	1605362474553046361702400.00	1605362474747000105467904.00	0.00
2129	237721492853193236058	240682248481218679040	0.00	1604539002481673676783616.00	1604539002676000008962048.00	0.00
2142	237721492853193236058	240682248481218679040	0.00	1602892172056756465172480.00	1602892172252000041304064.00	0.00
2181	237721492853193236058	240682248481218679040	0.00	1602758802874462636081152.00	1602758803071000071110656.00	0.00
2186	237721492853193236058	240682248481218679040	0.00	1602354364884621398638592.00	1602354365083000032460800.00	0.00
2189	237721492853193236058	240682248481218679040	0.00	1600833374380084768538624.00	1600833374579999926910976.00	0.00
2192	237721492853193236058	240682248481218679040	0.00	1600808898358122226122752.00	1600808898558999994040320.00	0.00
2200	237721492853193236058	240682248481218679040	0.00	1600386073451702626811904.00	1600386073653999881420800.00	0.00
2238	237721492853193236058	240682248481218679040	0.00	1599786120230734913339392.00	1599786120433999877767168.00	0.00
2244	237721492853193236058	240682248481218679040	0.00	1599786120230734913339392.00	1599786120433999877767168.00	0.00
2252	237721492853193236058	240682248481218679040	0.00	1598828978250106942783488.00	1598828978454000046178304.00	0.00
2286	237721492853193236058	240682248481218679040	0.00	1597951752673014535159808.00	1597951752879000092934144.00	0.00
2292	237721492853193236058	240682248481218679040	0.00	1597711961742815935856640.00	1597711961948999867432960.00	0.00
2294	237721492853193236058	240682248481218679040	0.00	1597171761387232137576448.00	1597171761593999916269568.00	0.00
2331	237721492853193236058	240682248481218679040	0.00	1596605758249315996794880.00	1596605758457999867772928.00	0.00
2337	237721492853193236058	240682248481218679040	0.00	1595744954470169445400576.00	1595744954680000072646656.00	0.00
2341	237721492853193236058	240682248481218679040	0.00	1594840766803980123635712.00	1594840767016000110460928.00	0.00
2348	237721492853193236058	240682248481218679040	0.00	1594428360414557984784384.00	1594428360627999874220032.00	0.00
2389	236147952940795013388	240682248481218679040	0.00	1593634192211877377867776.00	1593634192426000019619840.00	0.00
2401	236147952940795013388	240682248481218679040	0.00	1593630483642760575320064.00	1593630483857999908569088.00	0.00
2411	236147952940795013388	240682248481218679040	0.00	1593195972952512807305216.00	1593195973169000096989184.00	0.00
2420	236147952940795013388	240682248481218679040	0.00	1593127353094997396160512.00	1593127353313000003993600.00	0.00
2458	236147952940795013388	240682248481218679040	0.00	1592272420342857526673408.00	1592272420564999946108928.00	0.00
2465	236147952940795013388	240682248481218679040	0.00	1592221132438480816701440.00	1592221132662000041590784.00	0.00
2474	236147952940795013388	240682248481218679040	0.00	1592197550651471822848000.00	1592197550876000096616448.00	0.00
2480	236147952940795013388	240682248481218679040	0.00	1592197550651471822848000.00	1592197550876000096616448.00	0.00
2495	234126281734321442577	240682248481218679040	0.00	1592119148532174545747968.00	1592119148759000090148864.00	0.00
2536	233213579608733924762	240682248481218679040	0.00	1591805931992908128321536.00	1591805932220999882768384.00	0.00
2547	233213579608733924762	240682248481218679040	0.00	1591768983127404994101248.00	1591768983356000065028096.00	0.00
2559	233213579608733924762	240682248481218679040	0.00	1591228356531672970166272.00	1591228356761000064581632.00	0.00
2574	233213579608733924762	240682248481218679040	0.00	1590534900485980478767104.00	1590534900717000058732544.00	0.00
2609	233213579608733924762	240682248481218679040	0.00	1590467920984983463788544.00	1590467921217000013037568.00	0.00
2615	233213579608733924762	240682248481218679040	0.00	1590449884826197464973312.00	1590449885058999993237504.00	0.00
2625	233213579608733924762	240682248481218679040	0.00	1588897853617222916767744.00	1588897853853999900393472.00	0.00
2637	233213579608733924762	240682248481218679040	0.00	1587783469755785589817344.00	1587783469994000045309952.00	0.00
2647	233213579608733924762	240682248481218679040	0.00	1586039095052087196647424.00	1586039095292000043270144.00	0.00
2686	228053028017128885147	240682248481218679040	0.00	1586011027577944263360512.00	1586011027817999917645824.00	0.00
2697	228053028017128885147	240682248481218679040	0.00	1585991786707295714410496.00	1585991786947999908757504.00	0.00
2707	228053028017128885147	240682248481218679040	0.00	1585160189718505050865664.00	1585160189960999978139648.00	0.00
2720	228053028017128885147	240682248481218679040	0.00	1584878942036386537013248.00	1584878942280000034832384.00	0.00
2762	223808027541037881632	240682248481218679040	0.00	1583964569107854125957120.00	1583964569353000121794560.00	0.00
2775	223808027541037881632	240682248481218679040	0.00	1583940067024075397005312.00	1583940067270000124100608.00	0.00
2789	223808027541037881632	240682248481218679040	0.00	1580598123467757330628608.00	1580598123715999997886464.00	0.00
2801	223808027541037881632	240682248481218679040	0.00	1580310540386843521712128.00	1580310540638000055844864.00	0.00
2835	221172162928566354224	240682248481218679040	0.00	1578412415062659395747840.00	1578412415314999998676992.00	0.00
2845	221172162928566354224	240682248481218679040	0.00	1578412415062659395747840.00	1578412415314999998676992.00	0.00
2855	221172162928566354224	240682248481218679040	0.00	1576752564980594920914944.00	1576752565233999870427136.00	0.00
2863	221172162928566354224	240682248481218679040	0.00	1574061059012503046979584.00	1574061059266999991926784.00	0.00
2899	218360087250997565907	240682248481218679040	0.00	1573301292626300450635776.00	1573301292881999986425856.00	0.00
2912	218360087250997565907	240682248481218679040	0.00	1570967770468422403489792.00	1570967770725999913730048.00	0.00
2922	218360087250997565907	240682248481218679040	0.00	1569762172402630507102208.00	1569762172662000092446720.00	0.00
2932	218360087250997565907	240682248481218679040	0.00	1568803893137294885912576.00	1568803893397999937650688.00	0.00
2966	218360087250997565907	240682248481218679040	0.00	1567249840923508683571200.00	1567249841184999982759936.00	0.00
2975	218360087250997565907	240682248481218679040	0.00	1566613416100423922614272.00	1566613416365000082063360.00	0.00
2983	218360087250997565907	240682248481218679040	0.00	1565928793425782161539072.00	1565928793692000072237056.00	0.00
2990	218360087250997565907	240682248481218679040	0.00	1565803356090548734656512.00	1565803356358000106274816.00	0.00
3032	217979643876454935856	240682248481218679040	0.00	1564133421902183467581440.00	1564133422172999946076160.00	0.00
3045	217979643876454935856	240682248481218679040	0.00	1561992720099687543078912.00	1561992720372999934443520.00	0.00
3060	217979643876454935856	240682248481218679040	0.00	1561434782084612004773888.00	1561434782359999939084288.00	0.00
3070	217979643876454935856	240682248481218679040	0.00	1561011025765277972299776.00	1561011026042000030826496.00	0.00
3108	217979643876454935856	240682248481218679040	0.00	1559759045168067157950464.00	1559759045446000128819200.00	0.00
3117	217979643876454935856	240682248481218679040	0.00	1558192545338272306429952.00	1558192545618999958831104.00	0.00
3126	217979643876454935856	240682248481218679040	0.00	1557929877109110942466048.00	1557929877389999924576256.00	0.00
3139	217979643876454935856	240682248481218679040	0.00	1557928864002501624463360.00	1557928864283999955058688.00	0.00
3149	217979643876454935856	240682248481218679040	0.00	1557112765002163790282752.00	1557112765287000115773440.00	0.00
3187	217979643876454935856	240682248481218679040	0.00	1556927820856144227729408.00	1556927821142000071081984.00	0.00
3199	217979643876454935856	240682248481218679040	0.00	1554497230500593022271488.00	1554497230789999998271488.00	0.00
3204	217979643876454935856	240682248481218679040	0.00	1554423538930061097828352.00	1554423539220000112902144.00	0.00
3217	217979643876454935856	240682248481218679040	0.00	1552932268387673380487168.00	1552932268681000051015680.00	0.00
3251	217979643876454935856	240682248481218679040	0.00	1552932268387673380487168.00	1552932268681000051015680.00	0.00
3260	217979643876454935856	240682248481218679040	0.00	1552352293111560522432512.00	1552352293407000048435200.00	0.00
3300	217979643876454935856	240682248481218679040	0.00	1550483519365038987018240.00	1550483519662999927259136.00	0.00
3311	217979643876454935856	240682248481218679040	0.00	1549963912283627586584576.00	1549963912582000038379520.00	0.00
3321	217979643876454935856	240682248481218679040	0.00	1549008394911295377244160.00	1549008395211999996280832.00	0.00
3329	217979643876454935856	240682248481218679040	0.00	1548043731952746687889408.00	1548043732254999911071744.00	0.00
3369	217979643876454935856	240682248481218679040	0.00	1545759168219341037502464.00	1545759168523999979241472.00	0.00
3380	217979643876454935856	240682248481218679040	0.00	1545192881058149868503040.00	1545192881364000126795776.00	0.00
3385	217979643876454935856	240682248481218679040	0.00	1544956806199538687672320.00	1544956806505999905062912.00	0.00
3395	217979643876454935856	240682248481218679040	0.00	1544682353979827882557440.00	1544682354288000107544576.00	0.00
3433	217979643876454935856	240682248481218679040	0.00	1544675706022537889579008.00	1544675706331999946932224.00	0.00
3441	217979643876454935856	240682248481218679040	0.00	1541255551493599704121344.00	1541255551806999978049536.00	0.00
3450	217979643876454935856	240682248481218679040	0.00	1539907238235995639906304.00	1539907238551000084119552.00	0.00
3455	217979643876454935856	240682248481218679040	0.00	1539893971060603052097536.00	1539893971375999948947456.00	0.00
3466	217979643876454935856	240682248481218679040	0.00	1538957244123341339492352.00	1538957244438999960911872.00	0.00
3478	217979643876454935856	240682248481218679040	0.00	1538391505908017783635968.00	1538391506228000094945280.00	0.00
3512	217979643876454935856	240682248481218679040	0.00	1537385981813198224883712.00	1537385982134000069640192.00	0.00
3517	217979643876454935856	240682248481218679040	0.00	1537254211984603477966848.00	1537254212305999907258368.00	0.00
3526	217979643876454935856	240682248481218679040	0.00	1537024313618144734216192.00	1537024313939999919702016.00	0.00
3539	217979643876454935856	240682248481218679040	0.00	1536136980877426569510912.00	1536136981201999932424192.00	0.00
3549	217979643876454935856	240682248481218679040	0.00	1535532596692128421117952.00	1535532597019000128405504.00	0.00
3587	217369968144231197739	240682248481218679040	0.00	1535112423634093652049920.00	1535112423961999909584896.00	0.00
3600	217369968144231197739	240682248481218679040	0.00	1534383710071342093041664.00	1534383710402000082436096.00	0.00
3613	217369968144231197739	240682248481218679040	0.00	1534356406752490674978816.00	1534356407085000063713280.00	0.00
3627	217369968144231197739	240682248481218679040	0.00	1533327788018315219173376.00	1533327788353000008843264.00	0.00
3660	217369968144231197739	240682248481218679040	0.00	1531846533747514015744000.00	1531846534084999929397248.00	0.00
3666	217369968144231197739	240682248481218679040	0.00	1530102693749478110789632.00	1530102694089000107376640.00	0.00
3672	217369968144231197739	240682248481218679040	0.00	1529992843872965947817984.00	1529992844213000119255040.00	0.00
3681	217369968144231197739	240682248481218679040	0.00	1529798792176789553676288.00	1529798792518999931355136.00	0.00
3720	215903094381329851013	240682248481218679040	0.00	1529402703631087432630272.00	1529402703974999959535616.00	0.00
3732	215903094381329851013	240682248481218679040	0.00	1527879918916772638490624.00	1527879919262999884333056.00	0.00
3742	215903094381329851013	240682248481218679040	0.00	1526216880533422246723584.00	1526216880881999913418752.00	0.00
3752	215903094381329851013	240682248481218679040	0.00	1526216880533422246723584.00	1526216880881999913418752.00	0.00
3791	213112308427478259008	240682248481218679040	0.00	1525686620302676313767936.00	1525686620651999962595328.00	0.00
3803	213112308427478259008	240682248481218679040	0.00	1525662051750733720584192.00	1525662052101000114733056.00	0.00
3814	213112308427478259008	240682248481218679040	0.00	1524624487932523133796352.00	1524624488283999903416320.00	0.00
3826	213112308427478259008	240682248481218679040	0.00	1524624487932523133796352.00	1524624488283999903416320.00	0.00
3855	213112308427478259008	240682248481218679040	0.00	1524242721884938818289664.00	1524242722236999971897344.00	0.00
3865	213112308427478259008	240682248481218679040	0.00	1523970327652806904774656.00	1523970328006999972773888.00	0.00
3900	213112308427478259008	240682248481218679040	0.00	1523267951536533411987456.00	1523267951891999937789952.00	0.00
3907	213112308427478259008	240682248481218679040	0.00	1523138395359683176038400.00	1523138395717000027439104.00	0.00
3915	213112308427478259008	240682248481218679040	0.00	1522872427014909862084608.00	1522872427373999998107648.00	0.00
3952	213112308427478259008	240682248481218679040	0.00	1522501438807753063661568.00	1522501439166999965990912.00	0.00
3959	213112308427478259008	240682248481218679040	0.00	1521734746705855330123776.00	1521734747065999880617984.00	0.00
3970	213112308427478259008	240682248481218679040	0.00	1519418928282065396826112.00	1519418928645000065449984.00	0.00
3978	213112308427478259008	240682248481218679040	0.00	1519239698214886022578176.00	1519239698580000118669312.00	0.00
4012	213112308427478259008	240682248481218679040	0.00	1519168371618987789778944.00	1519168371985000070905856.00	0.00
4018	213112308427478259008	240682248481218679040	0.00	1518894707485369016778752.00	1518894707852000041631744.00	0.00
4026	213112308427478259008	240682248481218679040	0.00	1518229910000690704416768.00	1518229910369999909814272.00	0.00
4034	213112308427478259008	240682248481218679040	0.00	1517745716895525791334400.00	1517745717265000084537344.00	0.00
4038	213112308427478259008	240682248481218679040	0.00	1517733438108215474651136.00	1517733438478000079241216.00	0.00
4046	213112308427478259008	240682248481218679040	0.00	1516926941591956738801664.00	1516926941963999959318528.00	0.00
4080	213112308427478259008	240682248481218679040	0.00	1516537023193161421291520.00	1516537023568000128647168.00	0.00
4091	213112308427478259008	240682248481218679040	0.00	1516190992401894435979264.00	1516190992780999924908032.00	0.00
4096	213112308427478259008	240682248481218679040	0.00	1516190992401894435979264.00	1516190992780999924908032.00	0.00
4107	213112308427478259008	240682248481218679040	0.00	1515808812508863327633408.00	1515808812890000067657728.00	0.00
4118	213112308427478259008	240682248481218679040	0.00	1515786749019198928715776.00	1515786749401000046493696.00	0.00
4122	213112308427478259008	240682248481218679040	0.00	1514608144495834992476160.00	1514608144878000108732416.00	0.00
4130	213112308427478259008	240682248481218679040	0.00	1514574042418853649055744.00	1514574042801999896903680.00	0.00
4138	213112308427478259008	240682248481218679040	0.00	1513956135373153507475456.00	1513956135757000103428096.00	0.00
4173	213112308427478259008	240682248481218679040	0.00	1510946181688200534163456.00	1510946182073999998058496.00	0.00
4182	213112308427478259008	240682248481218679040	0.00	1510400421401603694657536.00	1510400421789000081080320.00	0.00
4192	213112308427478259008	240682248481218679040	0.00	1509950130054067749126144.00	1509950130444999967375360.00	0.00
4201	213112308427478259008	240682248481218679040	0.00	1509256217039957332590592.00	1509256217432000068321280.00	0.00
4233	213112308427478259008	240682248481218679040	0.00	1509221904555910981746688.00	1509221904947999888375808.00	0.00
4241	213112308427478259008	240682248481218679040	0.00	1509118869517217627635712.00	1509118869909999903047680.00	0.00
4277	213112308427478259008	240682248481218679040	0.00	1509118869517217627635712.00	1509118869909999903047680.00	0.00
4286	213112308427478259008	240682248481218679040	0.00	1508930118523151926165504.00	1508930118918000080846848.00	0.00
4296	214155840379340268608	241725780433080688640	0.00	1507258613066048645103616.00	1507258613462000069509120.00	0.00
4304	214155840379340268608	241725780433080688640	0.00	1506960208017369090490368.00	1506960208415000115544064.00	0.00
4342	214155840379340268608	241725780433080688640	0.00	1506098398887180354191360.00	1506098399286999933517824.00	0.00
4351	214155840379340268608	241725780433080688640	0.00	1505529968397780831436800.00	1505529968800999877378048.00	0.00
4360	214155840379340268608	241725780433080688640	0.00	1505193117246961764794368.00	1505193117652999919894528.00	0.00
4373	214155840379340268608	241725780433080688640	0.00	1504632869912878912634880.00	1504632870321000126873600.00	0.00
4413	214155840379340268608	241725780433080688640	0.00	1504571927917765475696640.00	1504571928325999969697792.00	0.00
4426	214155840379340268608	241725780433080688640	0.00	1503529583890338884354048.00	1503529584300000112803840.00	0.00
4462	214010930171077912466	241725780433080688640	0.00	1503158071426274964799488.00	1503158071836000080887808.00	0.00
4474	214010930171077912466	241725780433080688640	0.00	1500848929553525971615744.00	1500848929965999866773504.00	0.00
4485	214010930171077912466	241725780433080688640	0.00	1499809564142800629399552.00	1499809564557000027668480.00	0.00
4523	214010930171077912466	241725780433080688640	0.00	1499175437034132254752768.00	1499175437449000057307136.00	0.00
4530	214010930171077912466	241725780433080688640	0.00	1498308634817212081766400.00	1498308635233000081063936.00	0.00
