#block	written	holding	exposure	total credit balance	total stablecoin balance
8555	2387430359	2387430359	0.00	37696879988754.00	37696879988754.00
8595	2476433937	2476433937	0.00	37682735026898.00	37682735026898.00
8644	2691436842	2691436842	0.00	37671196927265.00	37671196927265.00
8684	2839438507	2839438507	0.00	37646593242204.00	37646593242204.00
8723	3137445132	3137445132	0.00	37640536939965.00	37640536939965.00
8763	3197450134	3197450134	0.00	37634289904590.00	37634289904590.00
8810	3610454135	3610454135	0.00	37656535005957.00	37656535005957.00
8849	4362457981	4362457981	0.00	37713641299361.00	37713641299361.00
8889	4907459537	4907459537	0.00	37725024376358.00	37725024376358.00
8928	5307462339	5307462339	0.00	37736801437233.00	37736801437233.00
8977	5519465361	5519465361	0.00	37715401050913.00	37715401050913.00
9016	5888469779	5888469779	0.00	37728392167397.00	37728392167397.00
9056	6376472820	6376472820	0.00	37763801035893.00	37763801035893.00
9096	6779475537	6779475537	0.00	37771768318316.00	37771768318316.00
9142	7042480689	7042480689	0.00	37784787520778.00	37784787520778.00
9180	7494483657	7494483657	0.00	37847685168068.00	37847685168068.00
9219	7751490707	7751490707	0.00	37838742436029.00	37838742436029.00
9257	8020492930	8020492930	0.00	37873993297588.00	37873993297588.00
9304	8251499109	8251499109	0.00	37882291569385.00	37882291569385.00
9343	8718502222	8718502222	0.00	37934723333489.00	37934723333489.00
9382	9003507573	9003507573	0.00	37967836916733.00	37967836916733.00
9417	9277510333	9277510333	0.00	38002383161896.00	38002383161896.00
9461	9521514044	9521514044	0.00	37994941350126.00	37994941350126.00
9495	9653517410	9653517410	0.00	37974336525191.00	37974336525191.00
9535	9687521916	9687521916	0.00	37954142006019.00	37954142006019.00
9572	9823525585	9823525585	0.00	37915438196975.00	37915438196975.00
9616	9980529078	9980529078	0.00	37887524685572.00	37887524685572.00
9654	9940533567	9940533567	0.00	37867178299962.00	37867178299962.00
9688	9992541859	9992541859	0.00	37854463313640.00	37854463313640.00
9726	9987545297	9987545297	0.00	37824274720757.00	37824274720757.00
9764	10292548693	10292548693	0.00	37814080777816.00	37814080777816.00
9803	10292552919	10292552919	0.00	37814080777816.00	37814080777816.00
9847	10292557457	10292557457	0.00	37814080777816.00	37814080777816.00
9893	10292561051	10292561051	0.00	37814080777816.00	37814080777816.00
9978	15368	15368	0.00	38985513432089.00	38985513432089.00
10011	19229	19229	0.00	39512288897274.00	39512288897274.00
