#block	written	holding	exposure	total CB	total SB	total debt
782	82823923301755298048	82823923301755298048	0.00	1332574946915858822201344.00	1332574946960000080150528.00	0.00
786	82823923301755298048	82823923301755298048	0.00	1332125548628450666872832.00	1332125548672999946715136.00	0.00
791	82823923301755298048	82823923301755298048	0.00	1327720783652641692450816.00	1327720783698999958831104.00	0.00
799	82823923301755298048	82823923301755298048	0.00	1327528918958889878159360.00	1327528919006999954325504.00	0.00
805	82823923301755298048	82823923301755298048	0.00	1327424941554494863310848.00	1327424941603000076468224.00	0.00
812	82823923301755298048	82823923301755298048	0.00	1325817699419692086591488.00	1325817699468999921762304.00	0.00
824	82823923301755298048	82823923301755298048	0.00	1324130778854336246054912.00	1324130778904999948713984.00	0.00
829	82823923301755298048	82823923301755298048	0.00	1324130778854336246054912.00	1324130778904999948713984.00	0.00
863	82823923301755298048	82823923301755298048	0.00	1323812794475355073150976.00	1323812794526999907401728.00	0.00
868	84623580537915119104	84623580537915119104	0.00	1319703082305368725913600.00	1319703082358000060465152.00	0.00
905	84623580537915119104	84623580537915119104	0.00	1317316868662588134653952.00	1317316868716000079511552.00	0.00
907	84623580537915119104	84623580537915119104	0.00	1317316868662588134653952.00	1317316868716000079511552.00	0.00
910	84623580537915119104	84623580537915119104	0.00	1317316868662588134653952.00	1317316868716000079511552.00	0.00
914	86276007224142690304	86276007224142690304	0.00	1314207045516586284744704.00	1314207045570000108650496.00	0.00
952	86175837088998615739	86276007224142690304	0.00	1314177076416542431772672.00	1314177076470000010657792.00	0.00
959	86175837088998615739	86276007224142690304	0.00	1313767720384468199931904.00	1313767720437999867002880.00	0.00
966	86175837088998615739	86276007224142690304	0.00	1313276065609977683771392.00	1313276065664000050855936.00	0.00
974	86175837088998615739	86276007224142690304	0.00	1312224228490038650863616.00	1312224228545000005173248.00	0.00
1015	86175837088998615739	86276007224142690304	0.00	1312224228490038650863616.00	1312224228545000005173248.00	0.00
1021	86175837088998615739	86276007224142690304	0.00	1311361786104863592022016.00	1311361786159999966248960.00	0.00
1032	86175837088998615739	86276007224142690304	0.00	1311041831286865081139200.00	1311041831343000035262464.00	0.00
1038	86175837088998615739	86276007224142690304	0.00	1310623036382519735877632.00	1310623036438999897997312.00	0.00
1047	86175837088998615739	86276007224142690304	0.00	1308443797585949209133056.00	1308443797643000065032192.00	0.00
1054	86175837088998615739	86276007224142690304	0.00	1308075589249317742837760.00	1308075589306999958929408.00	0.00
1061	86175837088998615739	86276007224142690304	0.00	1307188287634015508234240.00	1307188287691999982649344.00	0.00
1069	86175837088998615739	86276007224142690304	0.00	1305590054374297944719360.00	1305590054433999869181952.00	0.00
1077	86175837088998615739	86276007224142690304	0.00	1304304685115700297072640.00	1304304685176000027295744.00	0.00
1087	86175837088998615739	86276007224142690304	0.00	1301126201617851611086848.00	1301126201678999865786368.00	0.00
1094	86175837088998615739	86276007224142690304	0.00	1300281611795767933009920.00	1300281611858000130080768.00	0.00
1104	86175837088998615739	86276007224142690304	0.00	1297413962681543011860480.00	1297413962746000001990656.00	0.00
1113	86175837088998615739	86276007224142690304	0.00	1296106064056394614571008.00	1296106064121999971581952.00	0.00
1120	86175837088998615739	86276007224142690304	0.00	1295942693767374111244288.00	1295942693832999869349888.00	0.00
1129	86175837088998615739	86276007224142690304	0.00	1292636538880517333843968.00	1292636538948000128434176.00	0.00
1140	86175837088998615739	86276007224142690304	0.00	1289829789897400227201024.00	1289829789969000016379904.00	0.00
1150	86175837088998615739	86276007224142690304	0.00	1289341222268919177281536.00	1289341222341000002797568.00	0.00
1157	86175837088998615739	86276007224142690304	0.00	1289341222268919177281536.00	1289341222341000002797568.00	0.00
1192	86175837088998615739	86276007224142690304	0.00	1289341222268919177281536.00	1289341222341000002797568.00	0.00
1197	86175837088998615739	86276007224142690304	0.00	1289341222268919177281536.00	1289341222341000002797568.00	0.00
1203	86175837088998615739	86276007224142690304	0.00	1287733842465618401427456.00	1287733842539000065163264.00	0.00
1214	86175837088998615739	86276007224142690304	0.00	1286888391479563602886656.00	1286888391553999949529088.00	0.00
1220	86175837088998615739	86276007224142690304	0.00	1286066088462759845953536.00	1286066088537999888351232.00	0.00
1229	86175837088998615739	86276007224142690304	0.00	1283617824414238140006400.00	1283617824490000020930560.00	0.00
1238	86175837088998615739	86276007224142690304	0.00	1282161229411131840266240.00	1282161229487999943704576.00	0.00
1249	85812935752145640978	86276007224142690304	0.00	1281588895094959406841856.00	1281588895173999958425600.00	0.00
1287	84751583556218371261	86276007224142690304	0.00	1281588895094959406841856.00	1281588895173999958425600.00	0.00
1293	84751583556218371261	86276007224142690304	0.00	1281202877261272531861504.00	1281202877341000009777152.00	0.00
1332	84085182110571060383	86276007224142690304	0.00	1281202877261272531861504.00	1281202877341000009777152.00	0.00
1338	84085182110571060383	86276007224142690304	0.00	1281144904901326740127744.00	1281144904981999916154880.00	0.00
1352	83292512320455746336	86276007224142690304	0.00	1281144904901326740127744.00	1281144904981999916154880.00	0.00
1354	83292512320455746336	86276007224142690304	0.00	1280940151034387583991808.00	1280940151116000015679488.00	0.00
1393	83292512320455746336	86276007224142690304	0.00	1280940151034387583991808.00	1280940151116000015679488.00	0.00
1400	83292512320455746336	86276007224142690304	0.00	1280940151034387583991808.00	1280940151116000015679488.00	0.00
1405	83292512320455746336	86276007224142690304	0.00	1280575703066543426371584.00	1280575703149000087568384.00	0.00
1411	83292512320455746336	86276007224142690304	0.00	1280353698736941928808448.00	1280353698819999885426688.00	0.00
1422	83215493386996767715	86276007224142690304	0.00	1280112692160711698153472.00	1280112692243999972392960.00	0.00
1430	83215493386996767715	86276007224142690304	0.00	1278388461479747582427136.00	1278388461564000076824576.00	0.00
1436	83215493386996767715	86276007224142690304	0.00	1277165063026437060034560.00	1277165063112000056328192.00	0.00
1443	83215493386996767715	86276007224142690304	0.00	1276247658010881615200256.00	1276247658097999926525952.00	0.00
1454	83215493386996767715	86276007224142690304	0.00	1274947549791550982586368.00	1274947549879999928467456.00	0.00
1460	83215493386996767715	86276007224142690304	0.00	1274885101682648422547456.00	1274885101772000116867072.00	0.00
1469	83215493386996767715	86276007224142690304	0.00	1274576027789874111184896.00	1274576027879999973359616.00	0.00
1478	83215493386996767715	86276007224142690304	0.00	1274373096683199786909696.00	1274373096773999958949888.00	0.00
1487	83215493386996767715	86276007224142690304	0.00	1273341089455842145599488.00	1273341089548000064176128.00	0.00
1494	83215493386996767715	86276007224142690304	0.00	1273341089455842145599488.00	1273341089548000064176128.00	0.00
1535	83215493386996767715	86276007224142690304	0.00	1269341160134934662217728.00	1269341160229000083144704.00	0.00
1540	83215493386996767715	86276007224142690304	0.00	1269102691148956633661440.00	1269102691243999964954624.00	0.00
1547	83215493386996767715	86276007224142690304	0.00	1269070265568238837432320.00	1269070265663999965134848.00	0.00
1554	83215493386996767715	86276007224142690304	0.00	1268926482806032587292672.00	1268926482901999873425408.00	0.00
1563	83215493386996767715	86276007224142690304	0.00	1268064645931222970662912.00	1268064646028000126566400.00	0.00
1572	83030891328761143039	86276007224142690304	0.00	1264989872002833210933248.00	1264989872101999979266048.00	0.00
1610	83030891328761143039	86276007224142690304	0.00	1264211851955464644329472.00	1264211852057000087126016.00	0.00
1616	83030891328761143039	86276007224142690304	0.00	1263655776779329970634752.00	1263655776882000090103808.00	0.00
1623	82773231315560309186	86276007224142690304	0.00	1263573508996440531140608.00	1263573509099999977275392.00	0.00
1653	82380157726956669567	86276007224142690304	0.00	1263573508996440531140608.00	1263573509099999977275392.00	0.00
1662	82380157726956669567	86276007224142690304	0.00	1263510059803551700353024.00	1263510059907999936282624.00	0.00
1675	82380157726956669567	86276007224142690304	0.00	1262341253375077998657536.00	1262341253480999945240576.00	0.00
1679	82380157726956669567	86276007224142690304	0.00	1261880014061735243677696.00	1261880014167999982338048.00	0.00
1686	82380157726956669567	86276007224142690304	0.00	1261880014061735243677696.00	1261880014167999982338048.00	0.00
1725	82380157726956669567	86276007224142690304	0.00	1258300931194494283415552.00	1258300931301999999188992.00	0.00
1731	82380157726956669567	86276007224142690304	0.00	1257221052172153407930368.00	1257221052280999958806528.00	0.00
1741	82380157726956669567	86276007224142690304	0.00	1256301315243150684454912.00	1256301315353000110194688.00	0.00
1747	82380157726956669567	86276007224142690304	0.00	1256301315243150684454912.00	1256301315353000110194688.00	0.00
1784	82380157726956669567	86276007224142690304	0.00	1251525789295545696649216.00	1251525789405999907471360.00	0.00
1791	82380157726956669567	86276007224142690304	0.00	1249678438015578230751232.00	1249678438126999882956800.00	0.00
1799	82380157726956669567	86276007224142690304	0.00	1249678438015578230751232.00	1249678438126999882956800.00	0.00
1837	82380157726956669567	86276007224142690304	0.00	1249204525864122029441024.00	1249204525976999943995392.00	0.00
1844	82380157726956669567	86276007224142690304	0.00	1248529797193219847487488.00	1248529797306999973609472.00	0.00
1851	82380157726956669567	86276007224142690304	0.00	1247165605578000425811968.00	1247165605693000054210560.00	0.00
1860	82380157726956669567	86276007224142690304	0.00	1246633196607162665664512.00	1246633196723000081121280.00	0.00
1871	82380157726956669567	86276007224142690304	0.00	1242637224320900800708608.00	1242637224439000053317632.00	0.00
1880	82380157726956669567	86276007224142690304	0.00	1239507799440702249631744.00	1239507799558999876042752.00	0.00
1886	82380157726956669567	86276007224142690304	0.00	1239507799440702249631744.00	1239507799558999876042752.00	0.00
1892	82380157726956669567	86276007224142690304	0.00	1239507799440702249631744.00	1239507799558999876042752.00	0.00
1897	82380157726956669567	86276007224142690304	0.00	1238398936659526370197504.00	1238398936779000012341248.00	0.00
1907	83619163956753910655	87515013453939931392	0.00	1238098956009252109418496.00	1238098956129000092598272.00	0.00
1945	83619163956753910655	87515013453939931392	0.00	1238034994452479371902976.00	1238034994572999912325120.00	0.00
1951	83619163956753910655	87515013453939931392	0.00	1236494780638856852013056.00	1236494780759999894257664.00	0.00
1959	83619163956753910655	87515013453939931392	0.00	1233570816287175774044160.00	1233570816409000105476096.00	0.00
1969	82876195265034802472	87515013453939931392	0.00	1233570816287175774044160.00	1233570816409000105476096.00	0.00
1976	82876195265034802472	87515013453939931392	0.00	1233570816287175774044160.00	1233570816409000105476096.00	0.00
2013	82876195265034802472	87515013453939931392	0.00	1233014187075126677209088.00	1233014187197000132329472.00	0.00
2019	82876195265034802472	87515013453939931392	0.00	1232907315711663170125824.00	1232907315833999944843264.00	0.00
2028	82876195265034802472	87515013453939931392	0.00	1229425090328180717256704.00	1229425090452000060997632.00	0.00
2037	82876195265034802472	87515013453939931392	0.00	1229370956661912544215040.00	1229370956786000054976512.00	0.00
2045	82876195265034802472	87515013453939931392	0.00	1227496583443200985792512.00	1227496583568000118947840.00	0.00
2052	82876195265034802472	87515013453939931392	0.00	1226543727652047320776704.00	1226543727777999921086464.00	0.00
2059	82876195265034802472	87515013453939931392	0.00	1226543727652047320776704.00	1226543727777999921086464.00	0.00
2101	82876195265034802472	87515013453939931392	0.00	1223112987586151309115392.00	1223112987715999981633536.00	0.00
2105	82876195265034802472	87515013453939931392	0.00	1223112987586151309115392.00	1223112987715999981633536.00	0.00
2143	82744590329283849490	87515013453939931392	0.00	1223112987586151309115392.00	1223112987715999981633536.00	0.00
2151	82744590329283849490	87515013453939931392	0.00	1222651319876842296442880.00	1222651320008000128679936.00	0.00
2162	82744590329283849490	87515013453939931392	0.00	1222651319876842296442880.00	1222651320008000128679936.00	0.00
2170	82744590329283849490	87515013453939931392	0.00	1221150739283222781231104.00	1221150739414999894065152.00	0.00
2178	82744590329283849490	87515013453939931392	0.00	1218240290515075364552704.00	1218240290648999961034752.00	0.00
2188	82438380374198836670	87515013453939931392	0.00	1217429580372715467964416.00	1217429580507999958466560.00	0.00
2228	82337175297742114553	87515013453939931392	0.00	1216288223493501382295552.00	1216288223630000006365184.00	0.00
2236	82337175297742114553	87515013453939931392	0.00	1216261412515061597995008.00	1216261412651999919341568.00	0.00
2244	82337175297742114553	87515013453939931392	0.00	1216187784492589296648192.00	1216187784630000064397312.00	0.00
2251	82337175297742114553	87515013453939931392	0.00	1216080498053915506376704.00	1216080498192000047120384.00	0.00
2291	82334362958953154443	87515013453939931392	0.00	1216080498053915506376704.00	1216080498192000047120384.00	0.00
2301	82334362958953154443	87515013453939931392	0.00	1214623441821772449579008.00	1214623441960999988494336.00	0.00
2339	82334362958953154443	87515013453939931392	0.00	1213292852052183335567360.00	1213292852192000090308608.00	0.00
2345	82334362958953154443	87515013453939931392	0.00	1213171140344373825241088.00	1213171140484999912882176.00	0.00
2354	82334362958953154443	87515013453939931392	0.00	1212434099076795394424832.00	1212434099220000073056256.00	0.00
2361	82334362958953154443	87515013453939931392	0.00	1212434099076795394424832.00	1212434099220000073056256.00	0.00
2370	82334362958953154443	87515013453939931392	0.00	1212434099076795394424832.00	1212434099220000073056256.00	0.00
2373	82334362958953154443	87515013453939931392	0.00	1211734484282513706450944.00	1211734484425999973875712.00	0.00
2381	82334362958953154443	87515013453939931392	0.00	1211588716605284309532672.00	1211588716749000089272320.00	0.00
2392	82003709690227137012	87515013453939931392	0.00	1210317706825494014459904.00	1210317706970999990255616.00	0.00
2430	81723005144101743195	87515013453939931392	0.00	1210317706825494014459904.00	1210317706970999990255616.00	0.00
2436	81723005144101743195	87515013453939931392	0.00	1210317706825494014459904.00	1210317706970999990255616.00	0.00
2444	81723005144101743195	87515013453939931392	0.00	1207831565657578617700352.00	1207831565805000014692352.00	0.00
2452	81683281014986319833	87515013453939931392	0.00	1207506681930036981792768.00	1207506682077999947317248.00	0.00
2488	80183663662240537355	87515013453939931392	0.00	1206831263141065863987200.00	1206831263290000028991488.00	0.00
2493	80183663662240537355	87515013453939931392	0.00	1206831263141065863987200.00	1206831263290000028991488.00	0.00
2501	80183663662240537355	87515013453939931392	0.00	1206831263141065863987200.00	1206831263290000028991488.00	0.00
2511	79548883943031533634	87515013453939931392	0.00	1206831263141065863987200.00	1206831263290000028991488.00	0.00
2518	79071551269970853250	87515013453939931392	0.00	1206831263141065863987200.00	1206831263290000028991488.00	0.00
2526	79071551269970853250	87515013453939931392	0.00	1205580440839280719298560.00	1205580440989000058011648.00	0.00
2535	79071551269970853250	87515013453939931392	0.00	1202491925449419584962560.00	1202491925602000042983424.00	0.00
2541	79071551269970853250	87515013453939931392	0.00	1202491925449419584962560.00	1202491925602000042983424.00	0.00
2575	79071551269970853250	87515013453939931392	0.00	1202013796354778986446848.00	1202013796508000065683456.00	0.00
2582	79071551269970853250	87515013453939931392	0.00	1198142391123980985565184.00	1198142391277999989194752.00	0.00
2589	79071551269970853250	87515013453939931392	0.00	1197581128265133509836800.00	1197581128419999964200960.00	0.00
2598	78900552926840668933	87515013453939931392	0.00	1197535174177520879665152.00	1197535174333000037957632.00	0.00
2631	78851530236145060110	87515013453939931392	0.00	1195108189193493886795776.00	1195108189349999944925184.00	0.00
2637	78851530236145060110	87515013453939931392	0.00	1194061713754774233415680.00	1194061713913000023293952.00	0.00
2645	78851530236145060110	87515013453939931392	0.00	1193715336918671485304832.00	1193715337076999951745024.00	0.00
2653	78851530236145060110	87515013453939931392	0.00	1191531096315564916736000.00	1191531096473999952052224.00	0.00
2681	78851530236145060110	87515013453939931392	0.00	1191531096315564916736000.00	1191531096473999952052224.00	0.00
2686	78851530236145060110	87515013453939931392	0.00	1191166723408477800103936.00	1191166723566999942725632.00	0.00
2695	78851530236145060110	87515013453939931392	0.00	1191031400205619317178368.00	1191031400365000050606080.00	0.00
2705	78851530236145060110	87515013453939931392	0.00	1187837510218694009028608.00	1187837510379000039473152.00	0.00
2713	78851530236145060110	87515013453939931392	0.00	1187828272691032954503168.00	1187828272852000007258112.00	0.00
2719	78851530236145060110	87515013453939931392	0.00	1187828214461403953627136.00	1187828214622999950655488.00	0.00
2725	78851530236145060110	87515013453939931392	0.00	1187711412923575841062912.00	1187711413085999961473024.00	0.00
2731	78851530236145060110	87515013453939931392	0.00	1186299753921308486795264.00	1186299754083999968919552.00	0.00
2739	78851530236145060110	87515013453939931392	0.00	1186007478206093475184640.00	1186007478370000030400512.00	0.00
2748	78851530236145060110	87515013453939931392	0.00	1185691422151750375702528.00	1185691422315999991431168.00	0.00
2757	78851530236145060110	87515013453939931392	0.00	1185691422151750375702528.00	1185691422315999991431168.00	0.00
2766	78331649564347215696	87515013453939931392	0.00	1185691422151750375702528.00	1185691422315999991431168.00	0.00
2768	78331649564347215696	87515013453939931392	0.00	1185475014456120224776192.00	1185475014620999992737792.00	0.00
2775	75489560427774127421	87515013453939931392	0.00	1185475014456120224776192.00	1185475014620999992737792.00	0.00
2785	72056385678922105630	87515013453939931392	0.00	1184231641927809098579968.00	1184231642092999983235072.00	0.00
2815	71715319301251763422	87515013453939931392	0.00	1183593842881243924922368.00	1183593843047000000430080.00	0.00
2821	71715319301251763422	87515013453939931392	0.00	1183593842881243924922368.00	1183593843047000000430080.00	0.00
2828	71715319301251763422	87515013453939931392	0.00	1183458629213081212813312.00	1183458629378999960207360.00	0.00
2854	71020499192520438334	87515013453939931392	0.00	1183458629213081212813312.00	1183458629378999960207360.00	0.00
2861	71020499192520438334	87515013453939931392	0.00	1183458629213081212813312.00	1183458629378999960207360.00	0.00
2868	71020499192520438334	87515013453939931392	0.00	1183458629213081212813312.00	1183458629378999960207360.00	0.00
2876	71020499192520438334	87515013453939931392	0.00	1183458289048503965450240.00	1183458289214999983292416.00	0.00
2879	71020499192520438334	87515013453939931392	0.00	1183458289048503965450240.00	1183458289214999983292416.00	0.00
2907	71020499192520438334	87515013453939931392	0.00	1177103472706047579258880.00	1177103472875000049958912.00	0.00
2911	71020499192520438334	87515013453939931392	0.00	1177103472706047579258880.00	1177103472875000049958912.00	0.00
2938	71020499192520438334	87515013453939931392	0.00	1177103472706047579258880.00	1177103472875000049958912.00	0.00
2944	71020499192520438334	87515013453939931392	0.00	1176041015366461815783424.00	1176041015536000012648448.00	0.00
2951	71020499192520438334	87515013453939931392	0.00	1175500014439303439450112.00	1175500014609000013234176.00	0.00
2958	71020499192520438334	87515013453939931392	0.00	1172799304072289646018560.00	1172799304242999966302208.00	0.00
2967	71020499192520438334	87515013453939931392	0.00	1172324309505040327901184.00	1172324309676999946797056.00	0.00
2976	71020499192520438334	87515013453939931392	0.00	1172324309505040327901184.00	1172324309676999946797056.00	0.00
2987	71020499192520438334	87515013453939931392	0.00	1172170889629897047670784.00	1172170889802999933173760.00	0.00
3016	71020499192520438334	87515013453939931392	0.00	1168729528194825233367040.00	1168729528368999981645824.00	0.00
3023	71020499192520438334	87515013453939931392	0.00	1168703800036602484359168.00	1168703800211000034066432.00	0.00
3030	71020499192520438334	87515013453939931392	0.00	1168603606701765302419456.00	1168603606876999968096256.00	0.00
3037	71020499192520438334	87515013453939931392	0.00	1165642589029023583567872.00	1165642589204999936409600.00	0.00
3044	70495362691466170952	87515013453939931392	0.00	1164609643353586219876352.00	1164609643529999988293632.00	0.00
3051	70495362691466170952	87515013453939931392	0.00	1164609643353586219876352.00	1164609643529999988293632.00	0.00
3055	70495362691466170952	87515013453939931392	0.00	1164362157023089867620352.00	1164362157201000029487104.00	0.00
3059	70495362691466170952	87515013453939931392	0.00	1162375460931137326546944.00	1162375461110000031629312.00	0.00
3070	70495362691466170952	87515013453939931392	0.00	1156776564292490243342336.00	1156776564473999990456320.00	0.00
3079	70495362691466170952	87515013453939931392	0.00	1154544659698513805836288.00	1154544659880999986921472.00	0.00
3085	70495362691466170952	87515013453939931392	0.00	1154544659698513805836288.00	1154544659880999986921472.00	0.00
3113	70495362691466170952	87515013453939931392	0.00	1154542515571595214323712.00	1154542515754999981539328.00	0.00
3119	70495362691466170952	87515013453939931392	0.00	1152621884001244818702336.00	1152621884185999950479360.00	0.00
3125	70495362691466170952	87515013453939931392	0.00	1152621884001244818702336.00	1152621884185999950479360.00	0.00
3154	70495362691466170952	87515013453939931392	0.00	1152486734863186538790912.00	1152486735048000055279616.00	0.00
3161	70495362691466170952	87515013453939931392	0.00	1151955708743902556061696.00	1151955708928999943045120.00	0.00
3167	70495362691466170952	87515013453939931392	0.00	1151081121664752727097344.00	1151081121850000035282944.00	0.00
3179	69820795874825425947	87515013453939931392	0.00	1150986869261978782662656.00	1150986869447999990267904.00	0.00
3189	63582491071718322005	87515013453939931392	0.00	1148979020287167545999360.00	1148979020473999965552640.00	0.00
3191	63582491071718322005	87515013453939931392	0.00	1148681087762809713852416.00	1148681087949999957868544.00	0.00
3195	63582491071718322005	87515013453939931392	0.00	1148525387678696408612864.00	1148525387868000044974080.00	0.00
3225	61959303041543737485	87515013453939931392	0.00	1148640441049552221372416.00	1148357678797000007483392.00	282.76
3229	61959303041543737485	87515013453939931392	0.00	1147462513085295112486912.00	1147179750833000059764736.00	282.76
3236	61959303041543737485	87515013453939931392	0.00	1147086930310064903290880.00	1146804168058000033972224.00	282.76
3242	61959303041543737485	87515013453939931392	0.00	1147086930310064903290880.00	1146804168058000033972224.00	282.76
3269	61959303041543737485	87515013453939931392	0.00	1146958939508236422742016.00	1146676177256999945240576.00	282.76
3273	61959303041543737485	87515013453939931392	0.00	1146958939508236422742016.00	1146676177256999945240576.00	282.76
3299	61959303041543737485	87515013453939931392	0.00	1146958939508236422742016.00	1146676177256999945240576.00	282.76
3304	61959303041543737485	87515013453939931392	0.00	1146625571285170089099264.00	1146342809034000049373184.00	282.76
3309	61959303041543737485	87515013453939931392	0.00	1146625571285170089099264.00	1146342809034000049373184.00	282.76
3319	61959303041543737485	87515013453939931392	0.00	1143607432826207801966592.00	1143324670575999969132544.00	282.76
3321	61959303041543737485	87515013453939931392	0.00	1143607432826207801966592.00	1143324670575999969132544.00	282.76
3349	61959303041543737485	87515013453939931392	0.00	1143607432826207801966592.00	1143324670575999969132544.00	282.76
3356	61959303041543737485	87515013453939931392	0.00	1143607432826207801966592.00	1143324670575999969132544.00	282.76
3361	61959303041543737485	87515013453939931392	0.00	1143607432826207801966592.00	1143324670575999969132544.00	282.76
3366	61959303041543737485	87515013453939931392	0.00	1141458976506025181446144.00	1141176214256999941013504.00	282.76
3386	61959303041543737485	87515013453939931392	0.00	1276221685098025146384384.00	1275938922848999905951744.00	282.76
3404	22304342038795202560	22304342038795202560	0.00	1341235793541195410440192.00	1340953031292999904002048.00	282.76
3428	0	0	0.00	1364448963942134325444608.00	1364166201694999944364032.00	282.76
